id,sku,name,quantity,base_price,has_discount,discount_price,short_description,long_description,created_at,updated_at,created_by,updated_by
482,674343,Shield Lichen,20,$48.60,false,$71.83,"Disp fx of lateral epicondyl of l humer, 7thP","Displaced fracture (avulsion) of lateral epicondyle of left humerus, subsequent encounter for fracture with malunion",6/11/2022,12/11/2022,jmariedd,ajendrachdd
483,333636,Bottomland Dewberry,15,$121.57,false,$49.40,"Oth disorders of skin, subcu, not elsewhere classified","Other disorders of skin and subcutaneous tissue, not elsewhere classified",7/27/2023,2/13/2022,dlearmande,ndeede
484,925298,Bailey's Rabbitbrush,49,$377.02,false,$81.69,"Other sprain of right ring finger, initial encounter","Other sprain of right ring finger, initial encounter",5/5/2022,5/7/2023,yfillerydf,adigledf
485,718962,Beloperone,59,$130.73,false,$417.61,"Adverse effect of caffeine, sequela","Adverse effect of caffeine, sequela",11/9/2023,3/27/2022,riskowerdg,fturonedg
486,850118,Lanceleaf Wild Licorice,37,$458.99,true,$216.98,"Fall through floor, sequela","Fall through floor, sequela",9/15/2022,10/18/2022,etitcombdh,cwhebledh
487,106570,Reed's Twinpod,99,$560.45,true,$321.71,Oth abnormal findings in specimens from dgstv org/abd cav,Other abnormal findings in specimens from digestive organs and abdominal cavity,3/22/2023,12/7/2022,vdubbledi,tdybbedi
488,336603,European Alder,57,$789.33,false,$379.26,Volume depletion,Volume depletion,10/23/2023,11/5/2022,noillerdj,cmuckledj
489,308999,Turpentine Wavewing,36,$657.55,false,$398.94,Acquired absence of left knee,Acquired absence of left knee,10/5/2023,5/13/2023,gdibbertdk,trocksdk
490,476935,Mexican Stonecrop,49,$266.52,false,$283.64,Progressive supranuclear ophthalmoplegia,Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski],1/21/2024,6/12/2023,wthridgoulddl,lsheffielddl
491,761289,Ambiguous Bran Lichen,73,$709.20,true,$494.42,"Lead-induced chronic gout, elbow","Lead-induced chronic gout, elbow",7/12/2023,7/28/2023,tdobrovolnydm,gblythingdm
492,199085,Mountain Avens,29,$858.14,true,$420.05,"Nondisp intartic fx r calcaneus, subs for fx w delay heal","Nondisplaced intraarticular fracture of right calcaneus, subsequent encounter for fracture with delayed healing",1/5/2023,2/27/2022,ltwydelldn,cbethodn
493,209919,Slender Hawksbeard,39,$339.61,true,$229.55,"Contact blepharoconjunctivitis, right eye","Contact blepharoconjunctivitis, right eye",10/27/2023,6/1/2023,cgobeldo,aparrendo
494,279400,Doublehorn Calicoflower,13,$66.09,false,$281.74,"Disp fx of nk of 1st MC bone, l hand, 7thD","Displaced fracture of neck of first metacarpal bone, left hand, subsequent encounter for fracture with routine healing",4/24/2022,8/5/2023,amacfarlanedp,osodendp
495,330881,California Desert-thorn,27,$67.51,false,$242.77,"Secondary osteoarthritis, left elbow","Secondary osteoarthritis, left elbow",10/29/2023,1/18/2024,rmackailedq,rgooderickdq
496,185911,Green's Pohlia Moss,47,$184.63,false,$150.31,"Person injured in collision betw oth mtr veh (traffic), subs","Person injured in collision between other specified motor vehicles (traffic), subsequent encounter",2/12/2022,12/4/2022,breynaldsdr,fcoochdr
497,461171,Rabbitsfoot Grass,40,$785.51,true,$94.89,"Burn of second degree of left wrist, subsequent encounter","Burn of second degree of left wrist, subsequent encounter",4/9/2022,11/1/2023,kwyerds,xyallowleyds
498,592877,Wyeth's Lupine,22,$179.36,false,$319.56,"Blepharochalasis unspecified eye, unspecified eyelid","Blepharochalasis unspecified eye, unspecified eyelid",5/1/2023,11/5/2022,awitcharddt,rbrierleydt
499,950627,Red Star Apple,22,$352.37,true,$235.66,"Unsp injury of musc/fasc/tend at forearm level, right arm","Unspecified injury of other muscles, fascia and tendons at forearm level, right arm",2/22/2023,2/6/2023,awanddu,ghanniganedu
500,404099,Mediterranean Grass,65,$365.35,true,$495.90,"Broken internal joint prosthesis, other site","Broken internal joint prosthesis, other site",1/19/2024,10/22/2022,brogersdv,rgrimmerdv
501,216402,Purple Mullein,71,$868.34,false,$461.55,"Traum rupture of ligament of l idx fngr at MCP/IP jt, subs","Traumatic rupture of other ligament of left index finger at metacarpophalangeal and interphalangeal joint, subsequent encounter",7/25/2023,3/8/2023,smacgarveydw,lkensholedw
502,525907,Alpine Bedstraw,83,$626.04,true,$451.78,"Corrosion of third degree of right wrist, initial encounter","Corrosion of third degree of right wrist, initial encounter",12/26/2022,1/4/2024,lgreenwooddx,noddeydx
503,194073,Coastal Plain Hawkweed,34,$351.61,true,$237.63,Other spacecraft accident injuring occupant,Other spacecraft accident injuring occupant,3/30/2022,10/9/2022,wfarbrotherdy,acoulldy
504,538402,Granite Draba,72,$30.75,false,$135.38,"Complete traum amp at level betw unsp shldr and elbow, sqla","Complete traumatic amputation at level between unspecified shoulder and elbow, sequela",1/4/2023,9/3/2022,bbellinodz,kruckertdz
505,553743,Florida Waternymph,14,$473.24,true,$229.29,"Mediastinal (thymic) large B-cell lymphoma, intrapelv nodes","Mediastinal (thymic) large B-cell lymphoma, intrapelvic lymph nodes",2/24/2022,10/10/2022,cespinoye0,vannise0
506,146374,Star Orchid,88,$569.83,true,$454.41,"Pneumococcal arthritis, hip","Pneumococcal arthritis, hip",1/3/2023,6/25/2022,kgallihawke1,treadinge1
507,248570,Aceitunilla,7,$910.92,false,$376.80,Aneurysm of iliac artery,Aneurysm of iliac artery,2/23/2022,10/25/2022,gcrellime2,ncolnette2
508,989260,Dwarf Gentian,28,$338.33,false,$453.17,"Contusion of stomach, subsequent encounter","Contusion of stomach, subsequent encounter",9/21/2022,9/9/2023,hrathbornee3,amatselle3
509,168058,Coastal Plain Dawnflower,92,$659.97,false,$282.31,Diabetes with prolif diabetic rtnop with trctn dtch macula,Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula,5/11/2023,9/30/2022,omarshalle4,vhantusche4
510,904908,Dwarf Plantain,15,$332.99,true,$492.15,"Mature B-cell leukemia Burkitt-type, in remission","Mature B-cell leukemia Burkitt-type, in remission",4/14/2022,1/8/2024,rwoodfine5,measene5
511,763393,Jicama,39,$476.15,false,$192.28,Spina bifida,Spina bifida,9/4/2022,11/11/2023,tjorgesene6,dblaszkiewicze6
512,384869,Pale Thistle,13,$856.86,false,$311.74,"Other osteonecrosis, unspecified fibula","Other osteonecrosis, unspecified fibula",12/19/2022,6/21/2023,cbeavorse7,mmccleode7
513,311306,Garden Mignonette,60,$903.00,true,$218.93,Civilian injured by military aircraft,Civilian injured by military aircraft,8/25/2022,5/24/2022,mcoreye8,bricharde8
514,927823,Leafystem Orchid,99,$161.87,true,$189.08,Rupture of chord tendne as current comp following AMI,Rupture of chordae tendineae as current complication following acute myocardial infarction,12/15/2023,3/15/2022,cpittlee9,ghansele9
515,176239,Quillwort,53,$920.61,false,$204.50,"Sprain of interphalangeal joint of unsp lesser toe(s), init","Sprain of interphalangeal joint of unspecified lesser toe(s), initial encounter",9/27/2022,1/21/2024,bgoosnellea,gpalluschekea
516,644726,Hacksaw Fern,9,$912.05,false,$186.65,Unspecified cholesteatoma,Unspecified cholesteatoma,7/30/2022,1/17/2023,awestwoodeb,cplanqueeb
517,186429,Yellowflower Tarweed,78,$504.58,false,$84.95,"Osteophyte, knee","Osteophyte, knee",8/7/2023,4/7/2023,cpailinec,epengillyec
518,254044,Bridges' Gilia,70,$743.47,false,$438.37,"Inj unsp blood vessel at ank/ft level, right leg, init","Other specified injury of unspecified blood vessel at ankle and foot level, right leg, initial encounter",7/24/2023,3/22/2023,oswancocked,descolmeed
519,586817,Lotus Sweetjuice,97,$40.77,false,$246.48,"Inj great saphenous at hip and thigh level, unsp leg, subs","Other specified injury of greater saphenous vein at hip and thigh level, unspecified leg, subsequent encounter",10/15/2023,4/20/2023,nhunsworthee,iafieldee
520,891400,Hawai'i Bog Orchid,30,$481.48,false,$456.62,Other pervasive developmental disorders,Other pervasive developmental disorders,6/8/2023,4/17/2022,mvanderhovenef,sgillinghamef
521,356035,Torrey's Popcornflower,13,$870.63,false,$133.33,"Poisn by butyrophen/thiothixen neuroleptc, slf-hrm, sequela","Poisoning by butyrophenone and thiothixene neuroleptics, intentional self-harm, sequela",3/15/2022,6/3/2023,aadraneg,crizzoloeg
522,487099,Long Knight's-spur,77,$734.53,false,$422.18,"Nondisp bicondylar fx unsp tibia, 7thM","Nondisplaced bicondylar fracture of unspecified tibia, subsequent encounter for open fracture type I or II with nonunion",6/20/2022,4/9/2023,tdevanyeh,acaulfieldeh
523,376423,Yerba De Hicotea,6,$783.81,false,$379.17,Dyspareunia,Dyspareunia,9/12/2023,5/14/2023,gingamellsei,mandraudei
524,581523,St. Marys Peak Bladderpod,85,$112.97,true,$221.74,Pure hyperglyceridemia,Pure hyperglyceridemia,7/25/2023,3/22/2022,rjoneej,fmacillrickej
525,854147,Needleleaf Clubmoss,13,$401.07,false,$122.93,"Chlamydial infection of genitourinary tract, unspecified","Chlamydial infection of genitourinary tract, unspecified",6/17/2022,5/8/2023,imasiek,jsugdenek
526,807737,Petticoat Daffodil,46,$348.94,true,$129.26,"Corrosion of first degree of back of left hand, init encntr","Corrosion of first degree of back of left hand, initial encounter",10/4/2022,1/6/2024,kpetrassoel,hcrangleel
527,214205,California Tortula Moss,55,$885.11,false,$321.51,"Toxic effect of thallium, intentional self-harm, init encntr","Toxic effect of thallium, intentional self-harm, initial encounter",6/14/2023,8/8/2022,ehardwidgeem,thardwidgeem
528,394412,Darlington's Glade Spurge,75,$423.42,true,$219.49,"Pnctr w/o fb of left great toe w/o damage to nail, subs","Puncture wound without foreign body of left great toe without damage to nail, subsequent encounter",6/6/2022,8/3/2022,aquadrien,gdevennieen
529,668389,Strangospora Lichen,74,$769.91,false,$308.04,Dry beriberi,Dry beriberi,11/15/2022,5/12/2022,jburchatteo,lshyreeo
530,681093,Sensitive Jointvetch,48,$981.52,false,$97.76,Sepsis of newborn due to Staphylococcus aureus,Sepsis of newborn due to Staphylococcus aureus,9/14/2023,9/6/2022,aleysonep,bmackibbonep
531,912987,Slenderstem Lessingia,57,$348.85,false,$42.84,"Subluxation of interphaln joint of right great toe, sequela","Subluxation of interphalangeal joint of right great toe, sequela",7/16/2022,12/6/2022,kjevoneq,epennaeq
532,323654,Solomon's Seal,99,$922.41,true,$267.02,Athscl native cor art of transplanted heart w ang pctrs,Atherosclerosis of native coronary artery of transplanted heart with angina pectoris,4/11/2023,11/28/2023,ajarvieer,rborleaceer
533,141945,Baldwin's Nailwort,79,$123.27,true,$344.63,"Oth fx upper end of right tibia, subs for clos fx w malunion","Other fracture of upper end of right tibia, subsequent encounter for closed fracture with malunion",7/14/2023,3/16/2023,ieyerses,hmerfines
534,899556,Shiny Blueberry,40,$743.80,true,$107.17,"Find of drugs and oth substnc, not normally found in blood","Findings of drugs and other substances, not normally found in blood",1/10/2024,3/30/2022,tjenoureet,jnorcopet
535,132600,Painted Desert Milkvetch,59,$280.43,true,$93.02,"Osteochondropathy, unspecified, right lower leg","Osteochondropathy, unspecified, right lower leg",7/10/2022,7/12/2023,tlevieu,fclothiereu
536,648050,Bonneville Saltbush,30,$796.05,false,$144.51,"Nondisp fx of med condyle of unsp tibia, 7thJ","Nondisplaced fracture of medial condyle of unspecified tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",1/5/2023,11/22/2023,pfarrentev,kponsfordev
537,615016,Whitedaisy Tidytips,56,$481.66,false,$486.56,Rheumatoid lung disease with rheumatoid arthritis of knee,Rheumatoid lung disease with rheumatoid arthritis of knee,7/24/2023,8/30/2022,vwallheadew,kcanteroew
538,224468,Hairy Beggarticks,45,$211.21,false,$205.25,Dorsalgia,Dorsalgia,7/19/2022,7/10/2023,rzealanderex,hheindleex
539,277229,Pore Lichen,84,$32.12,true,$143.12,"War op w explosn of sea-based artlry shell, civ, sequela","War operations involving explosion of sea-based artillery shell, civilian, sequela",6/6/2023,4/22/2023,icordesey,bcarpenterey
540,646043,Gingermint,79,$655.15,true,$416.71,"Corrosion of unspecified degree of unspecified ear, sequela","Corrosion of unspecified degree of unspecified ear [any part, except ear drum], sequela",4/10/2023,2/27/2022,anairnsez,elandreez
541,143294,Bulltongue Arrowhead,5,$472.16,true,$44.95,"Localized swelling, mass and lump, lower limb, bilateral","Localized swelling, mass and lump, lower limb, bilateral",8/31/2023,12/3/2023,sdavidoff0,sewbankef0
542,148324,Saskatoon Serviceberry,93,$803.66,false,$92.12,"Concussion and edema of thoracic spinal cord, init encntr","Concussion and edema of thoracic spinal cord, initial encounter",4/28/2022,3/19/2023,tpitcaithleyf1,scurlessf1
543,301589,Oregon Stonecrop,28,$768.56,false,$295.57,"Anterior subluxation of right ulnohumeral joint, init encntr","Anterior subluxation of right ulnohumeral joint, initial encounter",10/1/2022,6/3/2022,hfawdrief2,amarkosf2
544,909362,Scurf Hoarypea,97,$559.89,true,$81.26,"Adverse effect of antidotes and chelating agents, subs","Adverse effect of antidotes and chelating agents, subsequent encounter",2/26/2022,1/11/2024,ubauldreyf3,nlistonf3
545,568442,Bluntseed Sweetroot,66,$236.74,true,$486.49,"Infect/inflm reaction due to int fix of right radius, subs","Infection and inflammatory reaction due to internal fixation device of right radius, subsequent encounter",1/14/2023,12/14/2023,abastenf4,kmillgatef4
546,811098,'ie'ie,31,$55.76,false,$89.56,"Disp fx of med condyle of r femr, 7thK","Displaced fracture of medial condyle of right femur, subsequent encounter for closed fracture with nonunion",5/29/2022,7/10/2023,cmckinief5,ojoutapaviciusf5
547,561176,Asian Shortstem Sedge,79,$776.66,true,$189.10,"Noninfective disorders of pinna, bilateral","Noninfective disorders of pinna, bilateral",3/1/2023,8/10/2023,ccrambf6,prichtenf6
548,396053,Sierra Fumewort,86,$208.54,true,$482.42,Benign neoplasm of unspecified epididymis,Benign neoplasm of unspecified epididymis,5/4/2023,1/2/2024,eburstowf7,lvickarsf7
549,788461,Cure For All,24,$264.82,false,$246.49,Open wound of other specified parts of neck,Open wound of other specified parts of neck,2/18/2022,7/31/2022,wdeloozef8,cbethellf8
550,950721,Toadflax Penstemon,85,$95.27,false,$396.12,"Self-harm by drown after jump into swimming pool, sequela","Intentional self-harm by drowning and submersion after jump into swimming pool, sequela",9/21/2022,11/13/2022,cdeboyf9,fwiltsherf9
551,307987,Sea Rosemary,26,$102.69,true,$242.48,Postthrombotic syndrome with other complications,Postthrombotic syndrome with other complications,11/4/2022,10/11/2022,aaubrayfa,vbreemfa
552,453599,Heartleaf Foamflower,5,$500.15,true,$224.20,"Nondisplaced pilon fracture of unspecified tibia, sequela","Nondisplaced pilon fracture of unspecified tibia, sequela",7/31/2023,9/6/2022,slampreyfb,rmurkinfb
553,644275,Whiteray Leastdaisy,28,$466.47,false,$161.89,"Acute post multifoc placoid pigment epitheliopathy, unsp eye","Acute posterior multifocal placoid pigment epitheliopathy, unspecified eye",9/30/2023,2/9/2023,sfarnabyfc,adargavelfc
554,800340,Goosefoot Violet,14,$95.71,true,$457.12,Unspecified fracture of unspecified ilium,Unspecified fracture of unspecified ilium,1/30/2024,8/21/2023,smackerethfd,mgustickefd
555,114211,Taos Penstemon,76,$160.33,false,$224.64,"Poisoning by skeletal muscle relaxants, self-harm, subs","Poisoning by skeletal muscle relaxants [neuromuscular blocking agents], intentional self-harm, subsequent encounter",4/4/2022,11/20/2022,fhubboldfe,mcoulthartfe
556,575859,Ionaspis Lichen,57,$950.58,false,$284.94,"Barton's fx r radius, subs for opn fx type I/2 w delay heal","Barton's fracture of right radius, subsequent encounter for open fracture type I or II with delayed healing",1/22/2023,9/12/2022,catyeoff,cwitheyff
557,968117,Sparse-flowered Bog Orchid,32,$254.55,true,$171.72,"Oth physeal fx lower end of r tibia, subs for fx w malunion","Other physeal fracture of lower end of right tibia, subsequent encounter for fracture with malunion",1/8/2024,10/15/2023,cgyppesfg,dbrandenburgfg
558,207863,Smooth Rock Skullcap,67,$404.49,false,$275.52,"Other disorders of continuity of bone, tibia and fibula","Other disorders of continuity of bone, tibia and fibula",12/8/2022,9/22/2022,sfluitfh,jkinnarfh
559,988544,Indian Pink,62,$313.08,true,$209.76,"Glasgow coma scale score 13-15, in the field","Glasgow coma scale score 13-15, in the field [EMT or ambulance]",8/6/2023,3/10/2023,aboichatfi,fposnettfi
560,857526,Clammy Locust,65,$153.52,true,$422.51,Tumor lysis syndrome,Tumor lysis syndrome,10/5/2022,5/9/2022,jcircuittfj,dflewittfj
561,870397,Vesicarpa,56,$854.37,true,$221.39,Breakdown (mechanical) of balloon (counterpulsation) device,Breakdown (mechanical) of balloon (counterpulsation) device,4/11/2022,4/27/2022,rdoylefk,tgodneyfk
562,778482,Norway Sedge,78,$246.63,true,$33.75,"Poisn by oth agents aff the cardiovasc sys, undet, sequela","Poisoning by other agents primarily affecting the cardiovascular system, undetermined, sequela",4/10/2023,7/24/2023,nscrivinerfl,hbazleyfl
563,349331,Texas Ironweed,14,$686.07,false,$299.77,"Partial traumatic amp of two or more unsp lesser toes, init","Partial traumatic amputation of two or more unspecified lesser toes, initial encounter",5/28/2023,5/12/2023,kjordesonfm,edewhirstfm
564,367358,Pacific Woodfern,93,$858.55,false,$413.61,"Urethral stricture, unspecified","Urethral stricture, unspecified",7/8/2023,6/12/2023,hfilippifn,dneilandsfn
565,302313,Hawai'ian Buttercup,96,$409.32,false,$499.69,Other benign neoplasm of skin of scalp and neck,Other benign neoplasm of skin of scalp and neck,5/24/2022,12/7/2022,cskillingtonfo,lcassellfo
566,298839,Spleenwort,67,$931.63,false,$133.14,Occupant of hv veh injured in nonclsn transport accident,Occupant of heavy transport vehicle injured in noncollision transport accident,7/1/2022,10/3/2023,mchoakefp,fkivitsfp
567,191591,Rosy Lupine,64,$693.71,false,$101.93,Traum rupture of unsp ligament of l rng fngr at MCP/IP jt,Traumatic rupture of unspecified ligament of left ring finger at metacarpophalangeal and interphalangeal joint,2/16/2022,8/27/2022,jtylorfq,apailfq
568,694592,Redstem Stork's Bill,95,$802.48,false,$163.64,"Fracture of unsp phalanx of right index finger, sequela","Fracture of unspecified phalanx of right index finger, sequela",10/28/2023,6/9/2023,jfaveryearfr,jjedrykafr
569,357653,Giant Airplant,72,$482.72,true,$145.69,Myogenic ptosis of bilateral eyelids,Myogenic ptosis of bilateral eyelids,3/4/2022,1/21/2024,omoralasfs,zedessfs
570,894437,Splendid Mariposa Lily,60,$946.74,false,$99.17,"Poisoning by androgens and anabolic congeners, acc, subs","Poisoning by androgens and anabolic congeners, accidental (unintentional), subsequent encounter",4/1/2023,9/1/2022,kfoulcherft,rgallamoreft
571,481466,Bailey's Buckwheat,93,$933.90,false,$100.21,"Deep vascularization of cornea, unspecified eye","Deep vascularization of cornea, unspecified eye",11/3/2023,8/2/2023,mchillistonefu,gjothamfu
572,864454,Wild Oilnut,23,$476.70,true,$143.25,"Ankylosing hyperostosis [Forestier], thoracic region","Ankylosing hyperostosis [Forestier], thoracic region",3/29/2023,11/17/2023,ltittertonfv,cbrewisfv
573,698028,Jones' Beardtongue,69,$194.21,true,$148.34,"Nondisp fx of base of 4th MC bone, l hand, init for opn fx","Nondisplaced fracture of base of fourth metacarpal bone, left hand, initial encounter for open fracture",8/17/2023,8/24/2023,emcsaulfw,catkynsfw
574,352343,Longstalk Clover,58,$568.51,true,$75.16,"Displacement of breast prosthesis and implant, sequela","Displacement of breast prosthesis and implant, sequela",1/21/2023,10/1/2022,lhorsteadfx,tantoniazzifx
575,974191,Gray Globemallow,93,$985.59,true,$182.34,"War operations involving incendiary bullet, civilian","War operations involving incendiary bullet, civilian",3/28/2023,6/6/2022,cmosebyfy,jforesightfy
576,992666,Dot Lichen,92,$193.94,true,$187.37,Chronic tubulo-interstitial nephritis,Chronic tubulo-interstitial nephritis,9/7/2023,11/5/2023,kpablofz,smuffittfz
577,297631,Wyoming Townsend Daisy,85,$439.09,false,$234.21,"Displ oblique fx shaft of l fibula, 7thF","Displaced oblique fracture of shaft of left fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",10/7/2023,9/22/2022,sdunniomg0,slighteng0
578,337506,Fringed Sedge,40,$211.82,true,$265.70,"Burn of 3rd deg mu sites of unsp wrist and hand, sequela","Burn of third degree of multiple sites of unspecified wrist and hand, sequela",8/31/2022,3/11/2022,mdillawayg1,ejanekg1
579,402420,Narrowleaf Arnica,40,$159.21,true,$139.34,"Disorder of ligament, unspecified shoulder","Disorder of ligament, unspecified shoulder",5/18/2022,9/25/2023,mcahillg2,edacksg2
580,611837,Sierra Cliffbrake,95,$56.24,true,$223.99,Strain of msl/fasc/tnd posterior muscle group at thigh level,"Strain of muscle, fascia and tendon of the posterior muscle group at thigh level",12/13/2022,10/2/2022,gstolleryg3,kcadgeg3
581,576718,Conimitella,31,$233.68,true,$436.66,Carcinoma in situ of other specified sites,Carcinoma in situ of other specified sites,2/28/2022,9/14/2023,jfowellsg4,trussellg4
582,747538,Keurboom,43,$459.77,true,$78.22,"Pathological fracture, right foot, init encntr for fracture","Pathological fracture, right foot, initial encounter for fracture",8/19/2022,9/23/2023,adeshong5,eszymanowiczg5
583,276205,Stoloniferous Pussytoes,67,$733.21,false,$110.89,"Other injury due to other accident to water-skis, sequela","Other injury due to other accident to water-skis, sequela",2/15/2022,12/1/2022,wbiggansg6,pskuresg6
584,128193,Chaparral False Bindweed,11,$834.48,true,$77.50,"Mech compl of GI prosthetic devices, implants and","Other mechanical complication of gastrointestinal prosthetic devices, implants and",11/12/2023,4/12/2023,rscatchardg7,jphillisg7
585,296309,Hawkweed,2,$698.07,true,$141.64,"Bent bone of unsp ulna, 7thH","Bent bone of unspecified ulna, subsequent encounter for open fracture type I or II with delayed healing",7/7/2022,12/13/2023,jbettesworthg8,rmoquing8
586,460888,Carolina Springbeauty,46,$151.10,false,$495.17,"Disp fx of med wall of r acetab, subs for fx w delay heal","Displaced fracture of medial wall of right acetabulum, subsequent encounter for fracture with delayed healing",5/10/2023,3/29/2023,mwileyg9,lashleyg9
587,894095,Bigelow's Monkeyflower,1,$862.47,true,$348.36,"Activity, racquet and hand sports","Activity, racquet and hand sports",7/21/2022,3/16/2023,tyeudega,dmewesga
588,360656,Guinea Bactris,60,$187.81,false,$251.42,"Toxic effect of manganese and its compounds, self-harm, init","Toxic effect of manganese and its compounds, intentional self-harm, initial encounter",10/6/2022,8/29/2022,rchallendergb,dholseygb
589,772675,Great Valley Phacelia,60,$479.84,false,$36.25,"Displ oblique fx shaft of unsp ulna, 7thP","Displaced oblique fracture of shaft of unspecified ulna, subsequent encounter for closed fracture with malunion",3/31/2023,9/4/2023,leasbygc,tellesworthgc
590,820694,Globe Flatsedge,27,$948.36,false,$244.23,"Poisoning by unsp narcotics, accidental, subs","Poisoning by unspecified narcotics, accidental (unintentional), subsequent encounter",7/1/2022,11/1/2023,cpetrellogd,bokinneallygd
591,194245,Lyall Aster,80,$924.69,false,$23.47,"Milt op involving unarmed hand to hand combat, milt","Military operations involving unarmed hand to hand combat, military personnel",1/5/2024,2/20/2023,drultonge,dthonge
592,899331,Rim Lichen,74,$836.65,true,$423.07,"Nondisp artic fx head of unsp femr, 7thK","Nondisplaced articular fracture of head of unspecified femur, subsequent encounter for closed fracture with nonunion",7/16/2022,12/27/2023,fgreengrassgf,dmolfinogf
593,225637,Mineral King Draba,7,$209.46,true,$76.84,"Bennett's fracture, left hand, init for clos fx","Bennett's fracture, left hand, initial encounter for closed fracture",2/8/2022,12/7/2022,pgronowegg,citzhakgg
594,359446,Canby's Mountain-lover,23,$441.30,false,$474.78,Pedl cyc driver injured in clsn w oth and unsp mv in traf,Pedal cycle driver injured in collision with other and unspecified motor vehicles in traffic accident,12/29/2022,10/28/2023,tgirongh,jdulakegh
595,104569,Golden Leatherfern,23,$39.86,false,$286.18,Ophthalmoplegic migraine,Ophthalmoplegic migraine,3/6/2023,2/24/2023,echattgi,itremontanagi
596,257871,Bog Anemone,82,$76.57,false,$213.17,"Displ suprcndl fx w intrcndl extn low end r femr, 7thH","Displaced supracondylar fracture with intracondylar extension of lower end of right femur, subsequent encounter for open fracture type I or II with delayed healing",6/2/2022,5/5/2023,kgrantgj,aantyukhingj
597,757452,Bistort Cartilage Lichen,51,$379.38,false,$482.93,"Blister (nonthermal) of right hand, subsequent encounter","Blister (nonthermal) of right hand, subsequent encounter",5/12/2023,2/27/2022,rcurlisgk,dwhiskergk
598,583069,Wild Pea,97,$659.90,false,$335.74,Rheumatoid lung disease w rheumatoid arthritis of right knee,Rheumatoid lung disease with rheumatoid arthritis of right knee,11/13/2022,1/27/2023,lpynngl,tcrombgl
599,740985,Appalachian Bugbane,59,$671.69,false,$474.99,"Exudative cyst of pars plana, left eye","Exudative cyst of pars plana, left eye",10/10/2023,1/17/2023,hbeeregm,vmcpeicegm
600,576759,Bellyache Bush,21,$753.71,true,$452.63,Corrosions involving 60-69% of body surface,Corrosions involving 60-69% of body surface,9/13/2022,6/20/2023,tmarkosgn,tmacfaulgn
601,537502,Roundfruit Blyxa,25,$309.22,true,$311.14,"External constriction of vagina and vulva, subs encntr","External constriction of vagina and vulva, subsequent encounter",10/29/2022,5/7/2023,jfisbeygo,eimasongo
602,778856,Lenten-rose,8,$521.63,true,$473.06,Venous complications and hemorrhoids in pregnancy,Venous complications and hemorrhoids in pregnancy,8/26/2022,2/8/2022,ahawsgp,gfergusongp
603,977115,Texas Sage,18,$156.61,false,$22.21,"Adverse effect of dental drugs, topically applied, sequela","Adverse effect of dental drugs, topically applied, sequela",12/24/2022,6/28/2023,jsedgemangq,tfilergq
604,363502,Fernleaf Yellow False Foxglove,22,$67.04,false,$334.51,"Oth fx of low end unsp rad, 7thJ","Other fractures of lower end of unspecified radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",10/30/2023,1/24/2023,bmillbankgr,xdudgeongr
605,275880,Wax Palm,45,$733.94,false,$264.44,Family hx of malig neoplm of resp and intrathorac organs,Family history of malignant neoplasm of other respiratory and intrathoracic organs,12/23/2022,4/22/2022,bcosfordgs,mabarrowgs
606,472242,French Rose,7,$132.55,true,$45.62,"Advrs effect of cephalospor/oth beta-lactm antibiot, sequela","Adverse effect of cephalosporins and other beta-lactam antibiotics, sequela",7/2/2022,12/1/2023,dlinseygt,lliveinggt
607,684086,Valley Lupine,5,$671.84,false,$53.01,"Nondisp fx of distal phalanx of right thumb, init for opn fx","Nondisplaced fracture of distal phalanx of right thumb, initial encounter for open fracture",1/11/2024,10/13/2023,jkopacekgu,drudolfgu
608,585973,Flor De Llanten,10,$280.43,true,$49.72,Oth injury due to oth accident to other unpowered watercraft,Other injury due to other accident to other unpowered watercraft,8/24/2023,11/7/2022,jbonargv,hnundgv
609,929038,Ellis' Shootingstar,61,$394.05,true,$373.81,Myogenic ptosis of eyelid,Myogenic ptosis of eyelid,6/4/2023,6/11/2022,cskeldinggw,apetrenkogw
610,961081,Sorghum,22,$502.85,false,$393.11,"Insect bite (nonvenomous) of anus, initial encounter","Insect bite (nonvenomous) of anus, initial encounter",4/26/2023,12/17/2022,sedworthygx,wdeeleygx
611,246157,Southern Crabgrass,8,$343.57,false,$457.05,"Striking against other object with subsequent fall, sequela","Striking against other object with subsequent fall, sequela",8/19/2023,4/26/2023,vtraskgy,hmarklingy
612,493277,Broadleaf Rice,96,$143.03,true,$486.03,"Glaucoma secondary to other eye disorders, unspecified eye","Glaucoma secondary to other eye disorders, unspecified eye",10/10/2023,3/1/2023,nclemendotgz,tbeadellgz
613,823781,Pseudoscleropodium Moss,85,$630.63,true,$230.79,"Nodlr lymphocy predom Hdgkn lymph, nodes of head, face, & nk","Nodular lymphocyte predominant Hodgkin lymphoma, lymph nodes of head, face, and neck",1/18/2024,10/5/2023,sgreatreaxh0,anortheyh0
